"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","CG0073","HP0001","HP0015","HP0047","HP0048","HP0069","HP0076","HP0077","Neisseria_cinerea_ATCC_14685","Neisseria_elongata_subsp_glycolytica_ATCC_29315","Neisseria_flavescens_NRL30031","Neisseria_gonorrhoeae_FA1090","Neisseria_lactamica_ATCC_23970","Neisseria_meningitidis_MC58","Neisseria_mucosa_ATCC_25996","Neisseria_polysaccharea_ATCC_43768","Neisseria_sicca_ATCC_29256","Neisseria_subflava_NJ9703","TT0073","TT0074"
"F9Z35_RS06145","","hypothetical protein","1","1","1","","","","","","209","209","209","","","","","","","","","","","","F9Z35_RS06145.p01","","","","","","","",""
"F9Z35_RS06155","","TonB-dependent receptor","1","1","1","","","","","","2141","2141","2141","","","","","","","","","","","","F9Z35_RS06155.p01","","","","","","","",""
"F9Z35_RS06180","","hypothetical protein","1","1","1","","","","","","422","422","422","","","","","","","","","","","","F9Z35_RS06180.p01","","","","","","","",""
"F9Z35_RS06190","","hypothetical protein","1","1","1","","","","","","170","170","170","","","","","","","","","","","","F9Z35_RS06190.p01","","","","","","","",""
"F9Z35_RS06200","","DUF2251 domain-containing protein","1","1","1","","","","","","419","419","419","","","","","","","","","","","","F9Z35_RS06200.p01","","","","","","","",""
"F9Z35_RS06225","","autotransporter outer membrane beta-barrel domain-containing protein","1","1","1","","","","","","4406","4406","4406","","","","","","","","","","","","F9Z35_RS06225.p01","","","","","","","",""
"F9Z35_RS06245","","DUF560 domain-containing protein","1","1","1","","","","","","1613","1613","1613","","","","","","","","","","","","F9Z35_RS06245.p01","","","","","","","",""
"F9Z35_RS06250","","para-aminobenzoate synthase","1","1","1","","","","","","1874","1874","1874","","","","","","","","","","","","F9Z35_RS06250.p01","","","","","","","",""
"F9Z35_RS06285","","phospholipid-binding protein MlaC","1","1","1","","","","","","590","590","590","","","","","","","","","","","","F9Z35_RS06285.p01","","","","","","","",""
"F9Z35_RS06315","","acyltransferase","1","1","1","","","","","","518","518","518","","","","","","","","","","","","F9Z35_RS06315.p01","","","","","","","",""
"F9Z35_RS06325","","CadD family cadmium resistance transporter","1","1","1","","","","","","641","641","641","","","","","","","","","","","","F9Z35_RS06325.p01","","","","","","","",""
"F9Z35_RS06455","","glycosyltransferase family 25 protein","1","1","1","","","","","","839","839","839","","","","","","","","","","","","F9Z35_RS06455.p01","","","","","","","",""
"F9Z35_RS06460","","glycosyltransferase family 8 protein","1","1","1","","","","","","893","893","893","","","","","","","","","","","","F9Z35_RS06460.p01","","","","","","","",""
"F9Z35_RS06465","","glycosyltransferase family 2 protein","1","1","1","","","","","","1016","1016","1016","","","","","","","","","","","","F9Z35_RS06465.p01","","","","","","","",""
"F9Z35_RS06470","","glycosyltransferase family 25 protein","1","1","1","","","","","","842","842","842","","","","","","","","","","","","F9Z35_RS06470.p01","","","","","","","",""
"F9Z35_RS06485","","YchJ family protein","1","1","1","","","","","","485","485","485","","","","","","","","","","","","F9Z35_RS06485.p01","","","","","","","",""
"group_11290","fabD","ACP S-malonyltransferase","1","1","1","","","","","","926","926","926","","","","","","","","","","","","F9Z35_RS06505.p01","","","","","","","",""
"F9Z35_RS06510","","DUF1294 domain-containing protein","1","1","1","","","","","","371","371","371","","","","","","","","","","","","F9Z35_RS06510.p01","","","","","","","",""
"F9Z35_RS06520","","hypothetical protein","1","1","1","","","","","","203","203","203","","","","","","","","","","","","F9Z35_RS06520.p01","","","","","","","",""
"F9Z35_RS06525","","hypothetical protein","1","1","1","","","","","","188","188","188","","","","","","","","","","","","F9Z35_RS06525.p01","","","","","","","",""
"F9Z35_RS06555","","DUF177 domain-containing protein","1","1","1","","","","","","500","500","500","","","","","","","","","","","","F9Z35_RS06555.p01","","","","","","","",""
"F9Z35_RS06565","","SAM-dependent methyltransferase","1","1","1","","","","","","725","725","725","","","","","","","","","","","","F9Z35_RS06565.p01","","","","","","","",""
"F9Z35_RS06575","","hypothetical protein","1","1","1","","","","","","134","134","134","","","","","","","","","","","","F9Z35_RS06575.p01","","","","","","","",""
"group_113","","hypothetical protein","1","1","1","1","1065","1","2717","","806","806","806","","","","","","","","","","","","","","","","","","","","PAHHJFHK_01201"
"F9Z35_RS06650","","DNA-binding transcriptional regulator","1","1","1","","","","","","311","311","311","","","","","","","","","","","","F9Z35_RS06650.p01","","","","","","","",""
"F9Z35_RS06685","","GAF domain-containing protein","1","1","1","","","","","","527","527","527","","","","","","","","","","","","F9Z35_RS06685.p01","","","","","","","",""
"F9Z35_RS06690","","protein-L-isoaspartate O-methyltransferase","1","1","1","","","","","","656","656","656","","","","","","","","","","","","F9Z35_RS06690.p01","","","","","","","",""
"F9Z35_RS06695","","sulfurtransferase","1","1","1","","","","","","323","323","323","","","","","","","","","","","","F9Z35_RS06695.p01","","","","","","","",""
"F9Z35_RS06710","","siderophore ABC transporter substrate-binding protein","1","1","1","","","","","","971","971","971","","","","","","","","","","","","F9Z35_RS06710.p01","","","","","","","",""
"F9Z35_RS06730","","hypothetical protein","1","1","1","","","","","","428","428","428","","","","","","","","","","","","F9Z35_RS06730.p01","","","","","","","",""
"F9Z35_RS06740","","uracil-DNA glycosylase family protein","1","1","1","","","","","","737","737","737","","","","","","","","","","","","F9Z35_RS06740.p01","","","","","","","",""
"F9Z35_RS06745","","ribosomal protein S18-alanine N-acetyltransferase","1","1","1","","","","","","440","440","440","","","","","","","","","","","","F9Z35_RS06745.p01","","","","","","","",""
"group_11308","tsaB","tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex dimerization subunit type 1 TsaB","1","1","1","","","","","","677","677","677","","","","","","","","","","","","F9Z35_RS06750.p01","","","","","","","",""
"F9Z35_RS06755","","lipoprotein","1","1","1","","","","","","857","857","857","","","","","","","","","","","","F9Z35_RS06755.p01","","","","","","","",""
"group_11310","xerC","tyrosine recombinase XerC","1","1","1","","","","","","917","917","917","","","","","","","","","","","","F9Z35_RS06765.p01","","","","","","","",""
"F9Z35_RS06775","","hypothetical protein","1","1","1","","","","","","164","164","164","","","","","","","","","","","","F9Z35_RS06775.p01","","","","","","","",""
"group_11312","prmA","50S ribosomal protein L11 methyltransferase","1","1","1","","","","","","887","887","887","","","","","","","","","","","","F9Z35_RS06815.p01","","","","","","","",""
"F9Z35_RS06845","","hypothetical protein","1","1","1","","","","","","533","533","533","","","","","","","","","","","","F9Z35_RS06845.p01","","","","","","","",""
"F9Z35_RS06865","","pilus assembly/adherence protein PilC","1","1","1","","","","","","3143","3143","3143","","","","","","","","","","","","F9Z35_RS06865.p01","","","","","","","",""
"F9Z35_RS06885","","hypothetical protein","1","1","1","","","","","","122","122","122","","","","","","","","","","","","F9Z35_RS06885.p01","","","","","","","",""
"F9Z35_RS06905","","EamA family transporter","1","1","1","","","","","","392","392","392","","","","","","","","","","","","F9Z35_RS06905.p01","","","","","","","",""
"F9Z35_RS06920","","hypothetical protein","1","1","1","","","","","","239","239","239","","","","","","","","","","","","F9Z35_RS06920.p01","","","","","","","",""
"F9Z35_RS06935","","outer membrane beta-barrel protein","1","1","1","","","","","","839","839","839","","","","","","","","","","","","F9Z35_RS06935.p01","","","","","","","",""
"cysG_2","","Siroheme synthase","1","1","1","1","5732","1","7076","","365","365","365","","","","","","HHMKECDE_01460","","","","","","","","","","","","","",""
"F9Z35_RS06980","","hypothetical protein","1","1","1","","","","","","227","227","227","","","","","","","","","","","","F9Z35_RS06980.p01","","","","","","","",""
"F9Z35_RS07005","","hypothetical protein","1","1","1","","","","","","197","197","197","","","","","","","","","","","","F9Z35_RS07005.p01","","","","","","","",""
"F9Z35_RS07030","","polysaccharide biosynthesis protein","1","1","1","","","","","","1910","1910","1910","","","","","","","","","","","","F9Z35_RS07030.p01","","","","","","","",""
"F9Z35_RS07035","","DegT/DnrJ/EryC1/StrS aminotransferase family protein","1","1","1","","","","","","1175","1175","1175","","","","","","","","","","","","F9Z35_RS07035.p01","","","","","","","",""
"F9Z35_RS07040","","UDP-N-acetylgalactosaminyltransferase","1","1","1","","","","","","1241","1241","1241","","","","","","","","","","","","F9Z35_RS07040.p01","","","","","","","",""
"F9Z35_RS07045","","glycosyltransferase","1","1","1","","","","","","1166","1166","1166","","","","","","","","","","","","F9Z35_RS07045.p01","","","","","","","",""
"F9Z35_RS07050","","glycosyltransferase family 4 protein","1","1","1","","","","","","1064","1064","1064","","","","","","","","","","","","F9Z35_RS07050.p01","","","","","","","",""
"group_11327","ribD","bifunctional diaminohydroxyphosphoribosylaminopyrimidine deaminase/5-amino-6-(5-phosphoribosylamino)uracil reductase RibD","1","1","1","","","","","","1109","1109","1109","","","","","","","","","","","","F9Z35_RS07060.p01","","","","","","","",""
"group_11328","nrdR","transcriptional repressor NrdR","1","1","1","","","","","","452","452","452","","","","","","","","","","","","F9Z35_RS07065.p01","","","","","","","",""
"group_11329","pilQ","type IV pilus secretin PilQ","1","1","1","","","","","","2171","2171","2171","","","","","","","","","","","","F9Z35_RS07085.p01","","","","","","","",""
"group_1133","cysG_2","Siroheme synthase","1","1","1","1","5329","1","7028","","365","365","365","HMOAHFMJ_02828","","","","","","","","","","","","","","","","","","",""
"F9Z35_RS07140","","lysophospholipid acyltransferase family protein","1","1","1","","","","","","893","893","893","","","","","","","","","","","","F9Z35_RS07140.p01","","","","","","","",""
"F9Z35_RS07160","","hypothetical protein","1","1","1","","","","","","188","188","188","","","","","","","","","","","","F9Z35_RS07160.p01","","","","","","","",""
"F9Z35_RS07175","","two-component sensor histidine kinase","1","1","1","","","","","","1250","1250","1250","","","","","","","","","","","","F9Z35_RS07175.p01","","","","","","","",""
"F9Z35_RS07210","","hypothetical protein","1","1","1","","","","","","128","128","128","","","","","","","","","","","","F9Z35_RS07210.p01","","","","","","","",""
"F9Z35_RS07225","","hypothetical protein","1","1","1","","","","","","407","407","407","","","","","","","","","","","","F9Z35_RS07225.p01","","","","","","","",""
"F9Z35_RS07235","","hypothetical protein","1","1","1","","","","","","347","347","347","","","","","","","","","","","","F9Z35_RS07235.p01","","","","","","","",""
"F9Z35_RS07240","","hypothetical protein","1","1","1","","","","","","215","215","215","","","","","","","","","","","","F9Z35_RS07240.p01","","","","","","","",""
"F9Z35_RS07245","","ATP-binding cassette domain-containing protein","1","1","1","","","","","","767","767","767","","","","","","","","","","","","F9Z35_RS07245.p01","","","","","","","",""
"group_11342","queC","7-cyano-7-deazaguanine synthase QueC","1","1","1","","","","","","674","674","674","","","","","","","","","","","","F9Z35_RS07270.p01","","","","","","","",""
"F9Z35_RS07275","","DUF1543 domain-containing protein","1","1","1","","","","","","515","515","515","","","","","","","","","","","","F9Z35_RS07275.p01","","","","","","","",""
"F9Z35_RS07310","","hypothetical protein","1","1","1","","","","","","149","149","149","","","","","","","","","","","","F9Z35_RS07310.p01","","","","","","","",""
"F9Z35_RS07330","","hypothetical protein","1","1","1","","","","","","146","146","146","","","","","","","","","","","","F9Z35_RS07330.p01","","","","","","","",""
"group_11347","hemC","hydroxymethylbilane synthase","1","1","1","","","","","","935","935","935","","","","","","","","","","","","F9Z35_RS07355.p01","","","","","","","",""
"F9Z35_RS07380","","NAD(P)-binding protein","1","1","1","","","","","","215","215","215","","","","","","","","","","","","F9Z35_RS07380.p01","","","","","","","",""
"group_11349","dusB","tRNA dihydrouridine synthase DusB","1","1","1","","","","","","1004","1004","1004","","","","","","","","","","","","F9Z35_RS07390.p01","","","","","","","",""
"F9Z35_RS07395","","Fis family transcriptional regulator","1","1","1","","","","","","239","239","239","","","","","","","","","","","","F9Z35_RS07395.p01","","","","","","","",""
"F9Z35_RS07405","","lipid A biosynthesis lauroyl acyltransferase","1","1","1","","","","","","881","881","881","","","","","","","","","","","","F9Z35_RS07405.p01","","","","","","","",""
"F9Z35_RS07410","","hypothetical protein","1","1","1","","","","","","185","185","185","","","","","","","","","","","","F9Z35_RS07410.p01","","","","","","","",""
"F9Z35_RS07415","","3'-5' exonuclease","1","1","1","","","","","","794","794","794","","","","","","","","","","","","F9Z35_RS07415.p01","","","","","","","",""
"F9Z35_RS07435","","hypothetical protein","1","1","1","","","","","","191","191","191","","","","","","","","","","","","F9Z35_RS07435.p01","","","","","","","",""
"F9Z35_RS07470","","hypothetical protein","1","1","1","","","","","","866","866","866","","","","","","","","","","","","F9Z35_RS07470.p01","","","","","","","",""
"F9Z35_RS07475","","zinc ABC transporter solute-binding protein","1","1","1","","","","","","926","926","926","","","","","","","","","","","","F9Z35_RS07475.p01","","","","","","","",""
"F9Z35_RS07535","","septum formation inhibitor Maf","1","1","1","","","","","","608","608","608","","","","","","","","","","","","F9Z35_RS07535.p01","","","","","","","",""
"group_11359","tatB","twin-arginine translocase subunit TatB","1","1","1","","","","","","686","686","686","","","","","","","","","","","","F9Z35_RS07545.p01","","","","","","","",""
"F9Z35_RS07575","","histone deacetylase family protein","1","1","1","","","","","","1118","1118","1118","","","","","","","","","","","","F9Z35_RS07575.p01","","","","","","","",""
